Obs,House,Character,Dialogue
8162,Gryffindor,Ron," Not by itself. Trolls are really stupid. Probably people playing jokes. {Suddenly, Harry stops and pulls Ron aside.} What?"
8163,Gryffindor,Ron," Hey, pea brain! {Ron throws wood and hits the troll on the head. Hermione escapes from the stalls to under a sink, but the troll sees her and goes to smash her. It cracks the sink and barely misses Hermione. Harry cringes.}"
8164,Gryffindor,Ron, Ew.
8165,Gryffindor,Ron, What? {swipe}
8166,Gryffindor,Ron," Wingardium Leviosa! {flick. The club is lifted out of the troll's hand and hovers above its head. The troll looks up, confused, just as the club comes crashing back down. (Ron Cool.) It hits the troll's head and the troll wavers, then drops Harry, who crawls away, and comes crashing down, hard."
8167,Gryffindor,Ron," Take a bit of toast, mate, go on."
8168,Gryffindor,Ron, Let's open it.
8169,Gryffindor,Ron," Thats not just any broomstick, Harry. It's a Nimbus 2000!"
8170,Gryffindor,Ron, Jinxing the broom? What do we do?
8171,Gryffindor,Ron," Come on, Hermione!"
8172,Gryffindor,Ron, Go!
8173,Gryffindor,Ron, Fluffy?
8174,Gryffindor,Ron, Queen to E-5.
8175,Gryffindor,Ron, That's wizard's chess. I see you've packed.
8176,Gryffindor,Ron," Change of plans. My parents decided to go to Romania to visit my brother, Charlie. He's studying dragons there!"
8177,Gryffindor,Ron, We've looked a hundred times!
8178,Gryffindor,Ron, I think we've had a bad influence on her.
8179,Gryffindor,Ron," {calling from downstairs} Harry, wake up! Come on Harry, wake up!"
8180,Gryffindor,Ron," Happy Christmas, Harry."
8181,Gryffindor,Ron," Oh, Mum made it for me. Looks like you've got one too!"
8182,Gryffindor,Ron, Yeah!
8183,Gryffindor,Ron, There they are. {Ron sits on a couch arm and eats jelly beans as Harry picks up a silver wrapped package. Harry takes out the card.}
8184,Gryffindor,Ron, What is it?
8185,Gryffindor,Ron," Well, let's see then. Put it on."
8186,Gryffindor,Ron, Whoa!
8187,Gryffindor,Ron, I know what that is! That's an invisibility cloak!
8188,Gryffindor,Ron, {gets up} They're really rare. I wonder who gave it to you.
8189,Gryffindor,Ron, Why?
8190,Gryffindor,Ron, I only see me.
8191,Gryffindor,Ron," That's me! Only, I'm head boy...and I'm holding the Quidditch cup! And bloody hell, I'm Quidditch Captain too! I look good. Harry, do you think this mirror shows the future?"
8192,Gryffindor,Ron, This is light?
8193,Gryffindor,Ron, Immortal?
8194,Gryffindor,Ron, I know what it means!
8195,Gryffindor,Ron," I know what that is! But Hagrid, how did you get one?"
8196,Gryffindor,Ron, That's not just a dragon. That's a Norwegian Ridgeback! My brother Charlie works with these in Romania.
8197,Gryffindor,Ron, {laughs}
8198,Gryffindor,Ron," It's crazy. And worse, Malfoy knows."
8199,Gryffindor,Ron, It's bad.
8200,Gryffindor,Ron, {weakly} Okay.
8201,Gryffindor,Ron," But if he comes back, you don't think he'll try to kill you, do you?"
8202,Gryffindor,Ron," {Gulp} And to think, I've been worrying about my Potions final!"
8203,Gryffindor,Ron," Speak for yourself. All right there, Harry?"
8204,Gryffindor,Ron, Perhaps you should see the nurse.
8205,Gryffindor,Ron," Trevor shh! Go, you shouldn't be here!"
8206,Gryffindor,Ron," {Gulp} You're a little scary sometimes...you know that? Brilliant, but scary."
8207,Gryffindor,Ron," It's for your own good, you know. {Exit.}"
8208,Gryffindor,Ron, Sorry. {A flame lights. Hermione draws out her wand and points it at the door.}
8209,Gryffindor,Ron," Wait a minute...he's....{a blow of air, and the cape flutters off them.} Sleeping."
8210,Gryffindor,Ron, Uh. It's got horrible breath!
8211,Gryffindor,Ron, What?!
8212,Gryffindor,Ron," Ew! Yuck! Ugh. {All three kids look up and see Fluffy standing there. Fluffy barks and growls, thrashing. It breaks the harp and dives at the three.}"
8213,Gryffindor,Ron," Ahh! {gasps as he lands on some mushy black ropelike vines.} Whoa. Lucky this plant-thing is here, really."
8214,Gryffindor,Ron," Kill us faster?! Oh, now I can relax!"
8215,Gryffindor,Ron, Now what are we gonna do?!
8216,Gryffindor,Ron, Ahh! Harry!
8217,Gryffindor,Ron, Harry!
8218,Gryffindor,Ron, Help!
8219,Gryffindor,Ron, Help! Help me!
8220,Gryffindor,Ron, Ahhh!
8221,Gryffindor,Ron, Yeah.
8222,Gryffindor,Ron, {stands} Whew. Lucky we didn't panic!
8223,Gryffindor,Ron," {rattles lock.} Alohomora! {Shrugs} Well, it was worth a try."
8224,Gryffindor,Ron, We're looking for a big old fashioned one. Probably rusty like the handle.
8225,Gryffindor,Ron," Oh, go on, Harry! If Snape can catch it on that old broomstick, you can! You're the youngest seeker in a century!"
8226,Gryffindor,Ron, This complicates things a bit!
8227,Gryffindor,Ron, Hurry up!
8228,Gryffindor,Ron," This is no graveyard. {sighs} It's a chessboard. {Walks out onto the marble board and flames light, illuminating the board and GIANT players. Harry and Hermione come up with him.}"
8229,Gryffindor,Ron," It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight. {They all take their places.}"
8230,Gryffindor,Ron," {aboard a horse.} Well, white moves first, and then...we play. {A pawn on the other side moves forward. Ron studies the game.}"
8231,Gryffindor,Ron," You there! D-5! {A black pawn moves forward, diagonal to the white pawn. The white pawn raises its swords and smashes the black one. The three jump.} Yes, Hermione, I think this is going to be exactly like wizard's chess!"
8232,Gryffindor,Ron," Castle to E-4! Smash! Ron Pawn to C-3! Smash! Boom! The Queen turns, and smashes a piece! Harry, Ron and Hermione wince. The Queen turns again. Both Ron and Harry study the game."
8233,Gryffindor,Ron," You understand right, Harry. Once I make my move, the Queen will take me...then you'll be free to check the King."
8234,Gryffindor,Ron," {turns to face Hermione.} Do you want to stop Snape or not? Harry, it's you that has to go on. I know it. Not me, not Hermione, you. {Harry nods.} Knight...to H-3."
8235,Gryffindor,Ron, Check.
8236,Gryffindor,Ron, Ahhhh!
8237,Gryffindor,Ron, All right? You?
8238,Gryffindor,Ron,I knew she was lying about that tattoo.
8239,Gryffindor,Ron,Going somewhere?
8240,Gryffindor,Ron,Nobody else is going to die. Not for me.
8241,Gryffindor,Ron,For you?
8242,Gryffindor,Ron,You think Mad-Eye died for you?
8243,Gryffindor,Ron,You think George took that curse
8244,Gryffindor,Ron,for you?
8245,Gryffindor,Ron,"You may be the Chosen One, mate,"
8246,Gryffindor,Ron,but this is a whole lot bigger than that.
8247,Gryffindor,Ron,It's always been bigger than that.
8248,Gryffindor,Ron,#NAME?
8249,Gryffindor,Ron,#NAME?
8250,Gryffindor,Ron,You mad?
8251,Gryffindor,Ron,We wouldn't last two days without her.
8252,Gryffindor,Ron,Don't tell her I said that.
8253,Gryffindor,Ron,"Besides,"
8254,Gryffindor,Ron,you've still got the Trace on you.
8255,Gryffindor,Ron,- We've still got the wedding--
8256,Gryffindor,Ron,- I don't care about a wedding.
8257,Gryffindor,Ron,I'm sorry. No matter whose it is.
8258,Gryffindor,Ron,I have to start finding these Horcruxes.
8259,Gryffindor,Ron,They're our only chance to beat him...
8260,Gryffindor,Ron,"...and the longer we stay here,"
8261,Gryffindor,Ron,the stronger he gets.
8262,Gryffindor,Ron,"Tonight's not the night, mate."
8263,Gryffindor,Ron,We'd only be doing him a favor.
8264,Gryffindor,Ron,Do you think he knows?
8265,Gryffindor,Ron,"I mean, they're bits of his soul,"
8266,Gryffindor,Ron,these Horcruxes. Bits of him.
8267,Gryffindor,Ron,"When Dumbledore destroyed the ring,"
8268,Gryffindor,Ron,you destroyed Tom Riddle's diary...
8269,Gryffindor,Ron,...he must have felt something.
8270,Gryffindor,Ron,"To kill the other Horcruxes,"
8271,Gryffindor,Ron,we have to find them.
8272,Gryffindor,Ron,Where are they?
8273,Gryffindor,Ron,Where do we start?
8274,Gryffindor,Ron,Mom used to read me those.
8275,Gryffindor,Ron,"""The Wizard and the Hopping Pot."""
8276,Gryffindor,Ron,"""Babbitty Rabbitty"
8277,Gryffindor,Ron,"and the Cackling Stump."""
8278,Gryffindor,Ron,"Come on, Babbitty Rabbitty."
8279,Gryffindor,Ron,No?
8280,Gryffindor,Ron,"""To Harry James Potter..."
8281,Gryffindor,Ron,...I leave the Snitch he caught
8282,Gryffindor,Ron,in his first Quidditch match at Hogwarts...
8283,Gryffindor,Ron,...as a reminder
8284,Gryffindor,Ron,of the rewards of perseverance...
8285,Gryffindor,Ron,"...and skill."""
8286,Gryffindor,Ron,#NAME?
8287,Gryffindor,Ron,#NAME?
8288,Gryffindor,Ron,How the ruddy...?
8289,Gryffindor,Ron,Undetectable Extension Charm.
8290,Gryffindor,Ron,"You're amazing, you are."
8291,Gryffindor,Ron,Always the tone of surprise.
8292,Gryffindor,Ron,Ah. That'll be the books.
8293,Gryffindor,Ron,What about all the people
8294,Gryffindor,Ron,at the wedding?
8295,Gryffindor,Ron,#NAME?
8296,Gryffindor,Ron,#NAME?
8297,Gryffindor,Ron,We'd put everyone in danger
8298,Gryffindor,Ron,by going back.
8299,Gryffindor,Ron,PLAYING OVER HEADPHONES]
8300,Gryffindor,Ron,- Ron's right.
8301,Gryffindor,Ron,"By the way, these jeans, not my favorite."
8302,Gryffindor,Ron,"Harry? Hermione, where are you?"
8303,Gryffindor,Ron,I think I've found something.
8304,Gryffindor,Ron,Lovely.
8305,Gryffindor,Ron,"""Regulus Arcturus Black."""
8306,Gryffindor,Ron,R.A.B.
8307,Gryffindor,Ron,We flush ourselves in.
8308,Gryffindor,Ron,That's bloody disgusting.
8309,Gryffindor,Ron,But how do I stop it raining?
8310,Gryffindor,Ron,Bloody cold down here.
8311,Gryffindor,Ron,Expelliarmus!
8312,Gryffindor,Ron,"Oh, my God."
8313,Gryffindor,Ron,He doesn't know
8314,Gryffindor,Ron,"what he's doing, does he?"
8315,Gryffindor,Ron,None of us do.
8316,Gryffindor,Ron,Toby and Olivia Gleaves.
8317,Gryffindor,Ron,Katie and James Killick.
8318,Gryffindor,Ron,Elsie Valentine Schroeder.
8319,Gryffindor,Ron,Jennifer Winston.
8320,Gryffindor,Ron,Tamsin and lola Hillicker.
8321,Gryffindor,Ron,Scarlet and Kitty Sharp.
8322,Gryffindor,Ron,"Oh, my God."
8323,Gryffindor,Ron,What?
8324,Gryffindor,Ron,The sword was stolen.
8325,Gryffindor,Ron,"Yeah, I'm still here."
8326,Gryffindor,Ron,But you two carry on.
8327,Gryffindor,Ron,Don't let me spoil the fun.
8328,Gryffindor,Ron,- What's wrong?
8329,Gryffindor,Ron,- Wrong? Nothing's wrong.
8330,Gryffindor,Ron,"Not according to you, anyway."
8331,Gryffindor,Ron,"Look, if you've got something to say,"
8332,Gryffindor,Ron,don't be shy. Spit it out.
8333,Gryffindor,Ron,"All right, I'll spit it out."
8334,Gryffindor,Ron,But don't expect me to be grateful...
8335,Gryffindor,Ron,...because there's another damn thing
8336,Gryffindor,Ron,we've gotta find.
8337,Gryffindor,Ron,I thought you knew
8338,Gryffindor,Ron,what you signed up for.
8339,Gryffindor,Ron,Yeah. I thought I did too.
8340,Gryffindor,Ron,"Well then, I'm sorry,"
8341,Gryffindor,Ron,but I don't quite understand.
8342,Gryffindor,Ron,What part of this isn't living up
8343,Gryffindor,Ron,to your expectations?
8344,Gryffindor,Ron,Did you think we were gonna
8345,Gryffindor,Ron,be staying in a hotel?
8346,Gryffindor,Ron,Finding a Horcrux every other day?
8347,Gryffindor,Ron,Thought you'd be back by Christmas?
8348,Gryffindor,Ron,"I just thought, after all this time..."
8349,Gryffindor,Ron,...we would've achieved something.
8350,Gryffindor,Ron,I thought you knew what you were doing.
8351,Gryffindor,Ron,I thought Dumbledore told you
8352,Gryffindor,Ron,something worthwhile.
8353,Gryffindor,Ron,#NAME?
8354,Gryffindor,Ron,#NAME?
8355,Gryffindor,Ron,"In case you haven't noticed,"
8356,Gryffindor,Ron,we found a Horcrux.
8357,Gryffindor,Ron,"Yeah, and we're as close to getting rid of it"
8358,Gryffindor,Ron,as we are to finding the rest of them.
8359,Gryffindor,Ron,"Ron. Please, take--"
8360,Gryffindor,Ron,Take the Horcrux off.
8361,Gryffindor,Ron,You wouldn't be saying this...
8362,Gryffindor,Ron,...if you hadn't been wearing it all day.
8363,Gryffindor,Ron,Want to know why I listen to that radio?
8364,Gryffindor,Ron,"To make sure I don't hear Ginny's name,"
8365,Gryffindor,Ron,"or Fred, or George or Mom."
8366,Gryffindor,Ron,You think I'm not listening?
8367,Gryffindor,Ron,You think I don't know how this feels?!
8368,Gryffindor,Ron,"No, you don't know how it feels!"
8369,Gryffindor,Ron,Your parents are dead.
8370,Gryffindor,Ron,You have no family.
8371,Gryffindor,Ron,Just think...
8372,Gryffindor,Ron,...only three to go.
8373,Gryffindor,Ron,Luna.
8374,Gryffindor,Ron,No. It's fine.
8375,Gryffindor,Ron & Hermione,The what?
8376,Gryffindor,Ron & Hermione,#NAME?
8377,Gryffindor,Ron & Hermione,The Deathly Hallows.
8378,Gryffindor,Ron & Hermione,I assume you're all familiar with
8379,Gryffindor,Ron & Hermione,"""The Tale of the Three Brothers."""
8380,Gryffindor,Ron & Hermione,Yes.
8381,Gryffindor,Ron & Hermione,#NAME?
8382,Gryffindor,Ron M, [turns to Hermione] And you? Are you coming or are you staying? [Hermione looks torn; she glances from Harry to Ron in shock] Fine. I get it. I saw you two the other night.
8383,Gryffindor,Ron Weasley,Bloody hell!
8384,Gryffindor,Ron Weasley,"Sunshine, daisies, butter mellow... turn this stupid, fat rat yellow!"
8385,Gryffindor,Ron Weasley,Wingardium Leviosar.
8386,Gryffindor,Ron Weasley,She needs to sort out her priorities.
8387,Gryffindor,Ron Weasley, [Sarcastic] Three guesses who.
8388,Gryffindor,Ron Weasley, Bloody hell!
8389,Gryffindor,Ron Weasley," Don’t know. Hey, Dad! Where are we going?"
8390,Gryffindor,Ron Weasley," [walking to the Top Box] Blimey, Dad! How far up are we?"
8391,Gryffindor,Ron Weasley, Oi! Easy!
8392,Gryffindor,Ron Weasley, Never mind; what happened?
8393,Gryffindor,Ron Weasley, He's right. One problem. Snape's headmaster now; we can't just walk in through the front door.
8394,Gryffindor,Ron Weasley, Maybe it's the Horcruxes. Maybe he's growing weaker; maybe he's dying.
8395,Gryffindor,Ron Weasley," Six months she hasn't see me, it's like I'm a Frankie First Year. I'm only her brother..."
8396,Gryffindor,Ron Weasley," Shut up, Seamus."
8397,Gryffindor,Ron Weasley, So that means...
8398,Gryffindor,Ron Weasley, What do you reckon we should do with it?
8399,Gryffindor,Ron Weasley," I'm just saying, that's the Elder Wand, the most powerful wand in the world. With that, we'd be invincible."
8400,Gryffindor,Ron Weasley [As Vincent Crabbe]," What are you doing dow– [Harry hits him; Ron clears his throat and speaks more authoritatively] I mean, What are you doing down here?"
8401,Gryffindor,Ron Weasley [As Vincent Crabbe], Uh...
8402,No Entry,Rosmerta, Sirius Black in Hogsmeade!
8403,No Entry,Rosmerta, Nobody will come to a pub
8404,No Entry,Rosmerta, Peter Pettigrew?
8405,No Entry,Rosmerta, l remember.
8406,No Entry,Rosmerta, l don't believe it.
8407,No Entry,Rosmerta, What could be worse?
8408,No Entry,Rosmerta, Peter Pettigrew?
8409,No Entry,Rubeus Hagrid," It’s changin’ out there. There’s a storm comin’, ‘arry... just like last time. And we'd all best be ready when she does."
8410,Ravenclaw,Rufus Scrimgeour," [First lines] These are dark times, there is no denying. Our world has perhaps faced no greater threat than it does today. But I say this to our citizenry"
8411,Slytherin,Scabior,What you doing?
8412,Slytherin,Scabior,- It's heavy.
8413,Slytherin,Scabior,"Oh, sorry. Do you want me to carry it?"
8414,Slytherin,Scabior,Don't be ridiculous. Pick it up.
8415,Slytherin,Scabior,Numpty.
8416,Slytherin,Scabior,Your boyfriend will get worse than that...
8417,Slytherin,Scabior,Get off me.
8418,Slytherin,Scabior,...if he doesn't learn to behave himself.
8419,Slytherin,Scabior,"What happened to you, ugly?"
8420,Slytherin,Scabior,"No, not you."
8421,Slytherin,Scabior,- What's your name?
8422,Slytherin,Scabior,#NAME?
8423,Slytherin,Scabior,Check it.
8424,Slytherin,Scabior,"And you, my lovely..."
8425,Slytherin,Scabior,...what do they call you?
8426,Slytherin,Scabior,"Penelope Clearwater, half-blood."
8427,Slytherin,Scabior,There's no Vernon Dudley on here.
8428,Slytherin,Scabior,He came to us like that.
8429,Slytherin,Scabior,"Something he picked up in the forest,"
